id,file_name,mos,light,color,noise,exposure,nature,content_recovery,description
p_11_C,p_11_C.png,3.325,3.125,2.625,3.25,1.5625,2.0625,2.375,"The image has moderate brightness, low color contrast, slight noise and Severe exposure on the building door and market stall, making them completely unrecognizable and glaring, presenting a  unnatural appearance."
p_11_D,p_11_D.png,5.44375,2.875,3.3125,3.75,3.5625,3.375,3.0,"The image has moderate brightness, medium color contrast with a yellowish tone, severe noise and local exposure conditions, presenting a  unnatural appearance."
p_11_E,p_11_E.png,2.62667,3.25,2.0625,2.625,1.875,1.875,2.3125,"The image has moderate brightness, medium color contrast, obvious noise on the people and local exposure conditions, presenting a  unnatural appearance."
p_11_F,p_11_F.png,4.9875,2.125,3.125,3.375,3.4375,3.125,2.625,"The image has dim brightness with a dim environment, and people in front of the building are completely obscured by shadows, medium color contrast, obvious noise and local exposure conditions, presenting a  unnatural appearance."
p_11_G,p_11_G.png,5.32667,3.125,2.9375,3.25,3.3125,2.875,3.0625,"The image has moderate brightness, medium color contrast, slight noise and well-controlled exposure conditions, presenting a  unnatural appearance."
p_11_H,p_11_H.png,3.74375,2.8125,2.4375,2.6875,2.6875,2.375,2.6875,"The image has moderate brightness, low color contrast, obvious noise on the people in the background and local exposure conditions, presenting a  unnatural appearance."
p_11_I,p_11_I.png,5.03125,3.5625,2.75,3.3125,2.375,2.8125,3.0625,"The image has moderate brightness, medium color contrast, obvious noise on the buildings and people and local exposure conditions, presenting a  unnatural appearance."
p_11_J,p_11_J.png,2.3875,3.0625,2.125,2.0625,2.5,1.5625,2.1875,"The image has moderate brightness, medium color contrast, slight noise and local exposure from the lights in front of the market stall, presenting a  natural appearance."
p_13_A,p_13_A.png,2.38125,2.625,2.25,2.9375,2.375,2.0,1.6,"The image has bright brightness, medium color contrast, severe noise especially with a predominantly yellow sky and local exposure conditions, presenting a  unnatural appearance."
p_13_B,p_13_B.png,5.88,3.0,3.5,3.25,3.75,3.4375,3.3125,"The image has bright brightness, high color contrast, slight noise noticeable in the sky, ground, and on people and well-controlled exposure conditions, presenting a  natural appearance."
p_13_C,p_13_C.png,5.78,3.125,3.4375,3.4375,3.5625,3.3125,3.3125,"The image has bright brightness, high color contrast, slight noise on people and well-controlled exposure conditions, presenting a  natural appearance."
p_13_D,p_13_D.png,3.56667,2.5625,2.9375,3.3125,3.375,2.8125,2.625,"The image has moderate brightness, medium color contrast, obvious noise and local exposure on the clouds in the skys, presenting a  natural appearance."
p_13_E,p_13_E.png,1.28667,2.5625,1.8125,3.0625,1.2,1.375,1.5,"The image has dim brightness, low color contrast, obvious noise and Severe exposure conditions, in the latter half, completely obscuring details under the overexposed areas, presenting a  unnatural appearance."
p_13_F,p_13_F.png,2.49333,3.0,2.125,2.3125,1.75,1.875,2.0,"The image has moderate brightness, low color contrast, severe noise in the sky and local exposure in the sky, presenting a  unnatural appearance."
p_13_G,p_13_G.png,2.13333,3.5,2.875,2.0,2.625,1.4375,2.375,"The image has moderate brightness,making it difficult to see colors and details of people and the ground, medium color contrast, obvious noise blending together sky, light, and clouds and local exposure conditions, presenting a  unnatural appearance."
p_13_H,p_13_H.png,3.62667,2.1875,2.9375,3.375,3.625,2.9375,2.0,"The image has moderate brightness, medium color contrast, obvious noise in the sky and well-controlled exposure conditions, presenting a  natural appearance."
p_13_I,p_13_I.png,2.3875,3.25,2.4375,3.125,1.6875,2.0,2.5,"The image has moderate brightness, low color contrast, obvious noise and Severe exposure behind the person, completely obscuring details under the overexposed areas, presenting a  unnatural appearance."
p_13_J,p_13_J.png,5.32,3.3125,3.375,2.625,3.6875,3.1875,3.1875,"The image has moderate brightness, medium color contrast, obvious noise and well-controlled exposure conditions, presenting a  natural appearance."
p_14_A,p_14_A.png,4.56667,3.75,3.375,2.5,3.25,2.8125,3.0625,"The image has bright brightness with no shadowed areas, medium color contrast, severe noise on both the trees and people and local exposure conditions, presenting a  unnatural appearance."
p_14_B,p_14_B.png,6.29333,3.5,3.4375,2.625,3.75,3.375,3.5,"The image has bright brightness, high color contrast, obvious noise on the person, and the trees and mountains and well-controlled exposure conditions, presenting a  natural appearance."
p_14_C,p_14_C.png,4.06667,3.25,3.0,2.0625,3.4375,2.4375,3.0625,"The image has bright brightness, high color contrast with vibrant and harmonious colors,especially vivid on trees and mountain peaks, severe noise on the people and well-controlled exposure conditions, presenting a  unnatural appearance."
p_14_D,p_14_D.png,3.11333,2.75,2.875,1.875,3.4375,2.1875,2.5,"The image has moderate brightness, medium color contrast, severe noise on the people and well-controlled exposure conditions, presenting a  unnatural appearance."
p_14_E,p_14_E.png,4.60667,3.8125,3.0,2.1875,3.0,2.5625,2.9375,"The image has bright brightness, medium color contrast, obvious noise on the people and local exposure in the sky, presenting a  unnatural appearance."
p_14_F,p_14_F.png,3.98,4.0,3.5625,1.25,3.5,2.1875,2.875,"The image has bright brightness, high color contrast, severe noise making the scene appear blurry and well-controlled exposure conditions, presenting a  unnatural appearance."
p_14_G,p_14_G.png,4.13333,2.9375,2.375,2.9375,3.125,2.5625,2.6875,"The image has moderate brightness, medium color contrast, slight noise and local exposure in the sky, presenting a  unnatural appearance."
p_14_H,p_14_H.png,2.04667,3.5625,2.6875,1.2,2.875,1.2,2.25,"The image has bright brightness,revealing all details within the scene clearly, high color contrast, slight noise and well-controlled exposure conditions, presenting a  natural appearance."
p_14_I,p_14_I.png,4.92143,3.875,3.1875,2.25,2.9375,2.625,3.25,"The image has bright brightness, high color contrast with a grayish tone, obvious noise on the person and local exposure conditions, presenting a  natural appearance."
p_14_J,p_14_J.png,4.67333,2.125,3.0,3.125,3.8125,3.0625,2.75,"The image has dim brightness with insufficient lighting, making it difficult to discern the colors of some people's clothing, medium color contrast, obvious noise on the person and well-controlled exposure conditions, presenting a  natural appearance."
r_1_A,r_1_A.png,4.4625,2.5625,3.0625,3.5625,2.5,2.875,2.6875,"The image has moderate brightness, medium color contrast, obvious noise and Severe exposure on the lantern on the left and the barriers below, presenting a  unnatural appearance."
r_1_B,r_1_B.png,6.76,3.125,3.8125,3.9375,4.0625,3.9375,3.4375,"The image has moderate brightness, medium color contrast, slight noise and well-controlled exposure conditions, presenting a  natural appearance."
r_1_C,r_1_C.png,5.7875,3.375,3.0,3.625,3.25,3.1875,3.3125,"The image has moderate brightness, medium color contrast, obvious noise on the far left of the shop and local exposure on the lantern and the barriers below, presenting a  natural appearance."
r_1_D,r_1_D.png,6.74,3.2,3.6875,3.75,3.875,3.73333,3.8,"The image has moderate brightness, high color contrast with harmonious colors, slight noise and well-controlled exposure conditions, presenting a  natural appearance."
r_1_E,r_1_E.png,5.88125,3.3125,3.3125,3.8125,3.6875,3.5625,3.1875,"The image has moderate brightness, medium color contrast, severe noise around the image and local exposure conditions, presenting a  unnatural appearance."
r_1_F,r_1_F.png,6.0125,2.8125,3.625,3.6875,3.9375,3.625,3.4375,"The image has moderate brightness, medium color contrast, obvious noise on the far left of the shop and well-controlled exposure conditions, presenting a  natural appearance."
r_1_G,r_1_G.png,3.83333,3.375,3.0,2.0625,2.9375,1.8125,2.75,"The image has moderate brightness, medium color contrast, obvious noise and local exposure on the lantern on the right and barriers below, presenting a  natural appearance."
r_1_H,r_1_H.png,4.81875,3.375,2.9375,3.5,2.5,2.5625,3.0,"The image has moderate brightness, medium color contrast, obvious noise and Severe exposure on the lantern on the right and the barriers below, presenting a  unnatural appearance."
r_1_I,r_1_I.png,6.30625,3.6875,3.25,3.6875,3.375,3.4375,3.75,"The image has moderate brightness, medium color contrast, obvious noise on the left side of the shop and local exposure on the lanterns at the far right and the road barriers below, presenting a  natural appearance."
r_1_J,r_1_J.png,6.48,3.8125,3.5625,3.5625,3.4375,3.2,3.75,"The image has moderate brightness, high color contrast with harmonious colors, obvious noise on the far left of the shop and well-controlled exposure conditions, presenting a  natural appearance."
r_3_A,r_3_A.png,4.97333,3.4375,3.1875,2.375,2.9375,2.6875,3.0,"The image has bright brightness with no shadowed areas, high color contrast with vibrant colors, obvious noise and local exposure on the lanterns, presenting a  natural appearance."
r_3_B,r_3_B.png,2.91333,3.4375,2.5625,3.125,1.75,2.25,2.5625,"The image has moderate brightness, medium color contrast, obvious noise on the leaves and Severe exposure on hanging lanterns and lights, presenting a  unnatural appearance."
r_3_C,r_3_C.png,6.125,3.5625,3.75,3.0625,3.625,3.5,3.625,"The image has moderate brightness, medium color contrast, slight noise and local exposure conditions, presenting a  natural appearance."
r_3_D,r_3_D.png,6.73333,3.6875,3.6875,3.375,3.625,3.75,3.8125,"The image has moderate brightness, medium color contrast, obvious noise, some details of the leaves are somewhat blurry,and local exposure conditions, presenting a  natural appearance."
r_3_E,r_3_E.png,2.75,3.86667,2.25,2.8125,1.5,1.75,2.4375,"The image has moderate brightness, medium color contrast, obvious noise and Severe exposure on the lanterns, presenting a  unnatural appearance."
r_3_F,r_3_F.png,5.61875,3.75,3.0625,3.3125,3.125,3.0625,3.375,"The image has moderate brightness, medium color contrast,overall tone is pale, obvious noise and local exposure conditions, presenting a  unnatural appearance."
r_3_G,r_3_G.png,3.91333,2.3125,3.0,3.25,3.25,2.875,2.6875,"The image has moderate brightness, medium color contrast, severe noise around the image and Severe exposure conditions, presenting a  unnatural appearance."
r_3_H,r_3_H.png,2.63125,3.3125,3.0,1.75,2.5625,1.4375,2.5,"The image has dim brightness,some tree leaves in shadows, medium color contrast, obvious noise and local exposure conditions, presenting a  unnatural appearance."
r_3_I,r_3_I.png,7.04,3.6875,4.0,3.75,3.75,3.8125,3.8125,"The image has bright brightness,vivid colors in the lanterns, medium color contrast, slight noise and well-controlled exposure conditions, presenting a  natural appearance."
r_3_J,r_3_J.png,5.17333,3.4375,3.1875,3.0,2.625,2.875,3.1875,"The image has bright brightness with no shadowed areas, high color contrast,with harmonious colors although the lanterns lack vibrancy, obvious noise and local exposure on the hanging lanterns and lights, presenting a  natural appearance."
r_4_A,r_4_A.png,4.09333,3.875,3.125,3.5625,2.0,2.625,2.9375,"The image has moderate brightness,dull colors resembling a foggy overlay, medium color contrast, obvious noise and Severe exposure on the hanging lanterns and buildings, presenting a  unnatural appearance."
r_4_B,r_4_B.png,7.29286,3.5,4.0625,4.125,4.125,4.0,4.0625,"The image has moderate brightness, high color contrast with harmonious colors, slight noise and well-controlled exposure conditions, presenting a  natural appearance."
r_4_C,r_4_C.png,6.82,3.4375,3.625,3.5,3.5625,3.4375,3.6875,"The image has moderate brightness, medium color contrast, slight noise and well-controlled exposure conditions, presenting a  natural appearance."
r_4_D,r_4_D.png,7.04667,3.5625,3.875,3.9375,3.75,3.875,3.9375,"The image has bright brightness with no shadowed areas, high color contrast,and the blue on the awning appears realistic, slight noise and local exposure conditions, presenting a  natural appearance."
r_4_E,r_4_E.png,7.2875,4.125,4.0,4.0625,3.8125,3.875,4.0,"The image has moderate brightness, low color contrast,vibrant colors that appear unnatural, severe noise around the image and local exposure conditions, presenting a  unnatural appearance."
r_4_F,r_4_F.png,2.10667,3.5,2.5,1.75,2.9375,1.25,2.1875,"The image has bright brightness with no shadowed areas, high color contrast, slight noise and local exposure on the hanging lanterns, presenting a  natural appearance."
r_4_G,r_4_G.png,7.81875,4.125,4.0625,4.0625,3.9375,4.0625,4.125,"The image has bright brightness with no shadowed areas,where all elements are clearly visible, high color contrast, slight noise and well-controlled exposure conditions, presenting a  natural appearance."
r_4_H,r_4_H.png,7.49375,4.25,3.9375,4.0,3.875,3.875,4.0,"The image has bright brightness with no shadowed areas, high color contrast,vibrant blue on the awning, slight noise and local exposure conditions, presenting a  natural appearance."
r_4_I,r_4_I.png,4.4625,3.6875,3.1875,3.6875,2.125,2.6875,3.0,"The image has moderate brightness, medium color contrast, obvious noise and Severe exposure on the hanging lanterns, presenting a  unnatural appearance."
r_4_J,r_4_J.png,6.01333,2.1875,3.0,3.5625,3.8125,3.5625,3.3125,"The image has dim brightness with trees in the background cast in shadow and insufficient light, medium color contrast, obvious noise and local exposure conditions, presenting a  natural appearance."
r_5_A,r_5_A.png,4.30667,3.5,2.625,2.6875,2.5625,2.25,3.125,"The image has moderate brightness, medium color contrast, obvious noise on buildings and local exposure conditions, presenting a  unnatural appearance."
r_5_B,r_5_B.png,6.425,2.8125,3.6875,3.75,3.9375,3.8125,3.8125,"The image has moderate brightness, medium color contrast, severe noise on buildings, ground, and people and Severe exposure conditions, presenting a  unnatural appearance."
r_5_C,r_5_C.png,5.125,3.8125,3.1875,3.8125,2.6875,2.75,3.4375,"The image has bright brightness with no shadowed areas, medium color contrast, slight noise and local exposure on streetlights, presenting a  unnatural appearance."
r_5_D,r_5_D.png,6.90667,3.06667,3.86667,3.53333,3.86667,3.86667,3.8,"The image has moderate brightness, high color contrast with vibrant colors, slight noise and well-controlled exposure conditions, presenting a  natural appearance."
r_5_E,r_5_E.png,2.2375,3.3125,2.6875,1.75,2.875,1.2,2.25,"The image has moderate brightness, high color contrast vibrant colors, obvious noise and well-controlled exposure conditions, presenting a  natural appearance."
r_5_F,r_5_F.png,6.51333,2.75,3.625,3.75,3.9375,3.875,3.625,"The image has moderate brightness, high color contrast,harmonious and saturated colors, slight noise and well-controlled exposure conditions, presenting a  natural appearance."
r_5_G,r_5_G.png,6.34667,3.375,3.1875,3.3125,3.6875,3.375,3.6875,"The image has moderate brightness, high color contrast vibrant colors, slight noise and well-controlled exposure conditions, presenting a  natural appearance."
r_5_H,r_5_H.png,7.01333,3.5,3.75,3.5625,3.9375,3.75,3.8125,"The image has moderate brightness, high color contrast with a slightly pale blue sky, slight noise and well-controlled exposure conditions, presenting a  natural appearance."
r_5_I,r_5_I.png,5.31875,3.3125,3.25,3.0625,3.625,3.1875,3.5625,"The image has moderate brightness, medium color contrast, obvious noise on the right side of the buildings and well-controlled exposure conditions, presenting a  natural appearance."
r_5_J,r_5_J.png,4.825,3.125,3.25,2.625,3.5,2.75,3.125,"The image has moderate brightness, medium color contrast, obvious noise on buildings and people and local exposure conditions, presenting a  unnatural appearance."
r_6_A,r_6_A.png,5.36,3.0,3.3125,2.625,3.125,3.0625,3.0,"The image has moderate brightness, medium color contrast, obvious noise primarily near signs and lights and local exposure conditions, presenting a  natural appearance."
r_6_B,r_6_B.png,4.71333,2.875,3.25,2.9375,3.125,3.0625,3.125,"The image has moderate brightness, medium color contrast, severe noise on the buildings to the left and Severe exposure with the light on the right, presenting a  unnatural appearance."
r_6_C,r_6_C.png,3.25,3.25,2.8125,2.25,1.4375,2.0625,2.625,"The image has moderate brightness, medium color contrast, obvious noise on the car and the building to the left and Severe exposure on the light bulb to the right, presenting a  unnatural appearance."
r_6_D,r_6_D.png,4.65625,3.0625,3.1875,2.4375,3.1875,2.9375,3.0,"The image has moderate brightness, medium color contrast, severe noise on the left-side building and car and local exposure conditions, presenting a  natural appearance."
r_6_E,r_6_E.png,4.9125,3.4375,3.125,2.4375,2.5625,2.75,2.86667,"The image has moderate brightness, medium color contrast, severe noise near the cars and lights and local exposure conditions, presenting a  unnatural appearance."
r_6_F,r_6_F.png,5.27333,3.4375,3.375,2.125,3.125,2.9375,3.1875,"The image has moderate brightness, medium color contrast, severe noise on the left building, car, and the iron gate on the right and local exposure in the light bulb on the right, presenting a  natural appearance."
r_6_G,r_6_G.png,4.6875,2.25,3.0625,3.0625,3.375,2.8125,2.75,"The image has dim brightness,inadequate lighting with a portion of the building behind the car in shadow, medium color contrast, obvious noise and local exposure on the light bulb at the right, presenting a  natural appearance."
r_6_H,r_6_H.png,4.21875,3.0,3.0,2.125,3.4375,2.5,2.8125,"The image has moderate brightness, medium color contrast, severe noise near the building, car, and bulb on the left and local exposure conditions, presenting a  unnatural appearance."
r_6_I,r_6_I.png,2.9,3.4375,2.5625,1.875,1.5625,1.875,2.5,"The image has moderate brightness, medium color contrast,with dull colors and an overall washed-out tone, severe noise around the light bulb on the right and Severe exposure around the light bulb on the right, presenting a  unnatural appearance."
r_6_J,r_6_J.png,2.45625,3.1875,2.4375,1.5,2.1875,1.625,2.375,"The image has moderate brightness, medium color contrast, obvious noise and local exposure on the right-side light bulb, presenting a  unnatural appearance."
r_7_A,r_7_A.png,2.2875,3.4375,2.875,1.8125,2.5625,1.25,2.1875,"The image has moderate brightness, high color contrast with harmonious colors, obvious noise and local exposure conditions, presenting a  natural appearance."
r_7_B,r_7_B.png,7.01875,3.875,3.9375,3.625,3.9375,3.8125,3.9375,"The image has moderate brightness, high color contrast with high color saturation, slight noise and well-controlled exposure conditions, presenting a  natural appearance."
r_7_C,r_7_C.png,6.98125,3.4375,3.8125,3.6875,3.875,3.9375,3.75,"The image has moderate brightness, high color contrast with high color saturation, slight noise and well-controlled exposure conditions, presenting a  natural appearance."
r_7_D,r_7_D.png,6.61333,3.875,3.3125,3.375,3.375,3.3125,3.75,"The image has moderate brightness, medium color contrast, obvious noise near the sky and light bulbs and local exposure conditions, presenting a  natural appearance."
r_7_E,r_7_E.png,4.75,3.8125,2.9375,3.5,1.875,2.4375,3.25,"The image has moderate brightness, medium color contrast, obvious noise and Severe exposure on the bulbs and the signboard of the shop on the right, presenting a  unnatural appearance."
r_7_F,r_7_F.png,6.06,3.5,3.4375,3.3125,3.125,3.4375,3.625,"The image has moderate brightness, medium color contrast, obvious noise near the bulbs and local exposure near the light bulbs and the signage on the right side of the shop, presenting a  natural appearance."
r_7_G,r_7_G.png,6.95625,3.1875,4.0,3.8125,4.0625,3.9375,3.8125,"The image has moderate brightness, high color contrast with harmonious colors, slight noise and well-controlled exposure conditions, presenting a  natural appearance."
r_7_H,r_7_H.png,5.14,3.375,3.4375,2.6875,3.5,3.0,3.375,"The image has moderate brightness, medium color contrast, obvious noise on the rocks and local exposure conditions, presenting a  natural appearance."
r_7_I,r_7_I.png,6.28125,2.875,3.6875,4.125,3.9375,3.9375,3.75,"The image has moderate brightness, medium color contrast, severe noise near the bulbs and sky and Severe exposure conditions, presenting a  unnatural appearance."
r_7_J,r_7_J.png,4.03333,3.8125,2.4375,2.875,1.6875,2.125,3.125,"The image has moderate brightness, medium color contrast,appearing as if covered with a white haze, obvious noise and Severe exposure on the bulbs and the shop's signboard on the right, presenting a  unnatural appearance."
r_8_A,r_8_A.png,6.23125,3.25,3.625,3.4375,3.75,3.5,3.625,"The image has moderate brightness, high color contrast with vibrant and harmonious colors, slight noise and well-controlled exposure conditions, presenting a  natural appearance."
r_8_B,r_8_B.png,6.28125,3.25,3.8125,3.125,3.625,3.4375,3.5,"The image has moderate brightness, high color contrast with rich and vibrant colors, slight noise and local exposure conditions, presenting a  natural appearance."
r_8_C,r_8_C.png,6.0875,3.8125,3.25,3.5625,3.5625,3.4375,3.75,"The image has moderate brightness, medium color contrast, slight noise and local exposure conditions, presenting a  natural appearance."
r_8_D,r_8_D.png,5.44,3.4375,3.3125,3.25,2.5625,2.8125,3.3125,"The image has moderate brightness, medium color contrast, obvious noise on buildings and Severe exposure on street lamps, presenting a  unnatural appearance."
r_8_E,r_8_E.png,7.24,3.5625,3.8125,3.8125,3.6875,3.75,3.6875,"The image has moderate brightness, medium color contrast, severe noise around the image and Severe exposure conditions, presenting a  unnatural appearance."
r_8_F,r_8_F.png,6.92,3.75,3.6875,3.5625,3.5625,3.6875,3.6875,"The image has bright brightness with ample and natural lighting, high color contrast with vibrant and harmonious colors, slight noise and local exposure conditions, presenting a  natural appearance."
r_8_G,r_8_G.png,1.52667,3.4375,2.5625,1.5625,2.875,1.125,2.0625,"The image has bright brightness with ample and natural lighting, high color contrast with vibrant and harmonious colors, slight noise and well-controlled exposure conditions, presenting a  natural appearance."
r_8_H,r_8_H.png,6.93333,3.5625,3.875,3.6875,3.75,3.6875,3.6875,"The image has moderate brightness, high color contrast with rich and vibrant colors, slight noise and local exposure conditions, presenting a  natural appearance."
r_8_I,r_8_I.png,7.15625,3.5625,4.1875,3.75,3.8125,3.875,3.8125,"The image has moderate brightness, high color contrast with rich and vibrant colors, slight noise and well-controlled exposure conditions, presenting a  natural appearance."
r_8_J,r_8_J.png,5.24375,3.1875,3.3125,3.5,2.8125,2.8125,3.3125,"The image has moderate brightness, medium color contrast, obvious noise and local exposure on street lamps, presenting a  natural appearance."
r_9_A,r_9_A.png,4.75,3.0,3.375,2.625,3.25,2.9375,2.9375,"The image has moderate brightness, medium color contrast, obvious noise on the ground and in the leaves and local exposure conditions, presenting a  unnatural appearance."
r_9_B,r_9_B.png,4.13125,3.875,3.25,2.125,2.5,2.5625,3.0,"The image has bright brightness with all elements clearly visible, medium color contrast, obvious noise on the leaves to the left and on the ground and Severe exposure in the three streetlights, presenting a  unnatural appearance."
r_9_C,r_9_C.png,4.24667,3.5625,3.3125,2.5,2.5625,2.9375,3.0625,"The image has moderate brightness, medium color contrast, obvious noise on the ground and leaves and Severe exposure on the three street lamps, presenting a  unnatural appearance."
r_9_D,r_9_D.png,4.63125,2.6875,3.25,2.6875,3.125,3.0625,2.75,"The image has moderate brightness, medium color contrast, obvious noise on the ground and trees and local exposure on street lamps, presenting a  natural appearance."
r_9_E,r_9_E.png,4.04286,3.9375,3.4375,2.0625,2.3125,2.3125,3.0625,"The image has moderate brightness, medium color contrast, obvious noise around the image and local exposure in three street lamps, presenting a  natural appearance."
r_9_F,r_9_F.png,3.225,1.6875,2.5,2.8125,3.375,2.5625,2.125,"The image has dim brightness in a dim environment, low color contrast, obvious noise on the ground and local exposure conditions, presenting a  unnatural appearance."
r_9_G,r_9_G.png,3.72667,3.4375,3.1875,2.3125,2.25,2.5625,2.8125,"The image has moderate brightness, medium color contrast, obvious noise on the ground and Severe exposure in the three street lamps, presenting a  unnatural appearance."
r_9_H,r_9_H.png,2.86875,3.5625,3.0,1.625,2.75,1.875,2.4375,"The image has moderate brightness, medium color contrast, severe noise in the three street lamps and local exposure in the three street lamps, presenting a  unnatural appearance."
r_9_I,r_9_I.png,4.88667,3.5,3.375,2.6875,2.5625,2.875,3.1875,"The image has moderate brightness, medium color contrast, obvious noise and Severe exposure in the three street lamps, presenting a  unnatural appearance."
r_9_J,r_9_J.png,3.4,1.875,2.8125,2.6875,2.4375,2.375,2.4375,"The image has moderate brightness, medium color contrast, obvious noise on the ground and Severe exposure in the three street lamps, presenting a  unnatural appearance."
r_12_A,r_12_A.png,7.65333,4.125,3.8125,3.8125,3.75,3.8125,4.0625,"The image has bright brightness with no shadowed areas, high color contrast with harmonious colors, slight noise and well-controlled exposure conditions, presenting a  natural appearance."
r_12_B,r_12_B.png,7.23333,3.8125,3.8125,3.9375,3.8125,4.0,3.9375,"The image has moderate brightness, low color contrast,vibrant yet unnatural colors, severe noise in the gray sky and local exposure near the car lights, presenting a  unnatural appearance."
r_12_C,r_12_C.png,5.76,3.125,3.1875,3.0625,3.5,3.3125,3.375,"The image has moderate brightness, medium color contrast, obvious noise on the lawn and local exposure conditions, presenting a  natural appearance."
r_12_D,r_12_D.png,4.80625,3.75,3.0,2.13333,3.25,2.6875,3.3125,"The image has moderate brightness, medium color contrast,a predominantly white color tone, severe noise in the grayish sky and local exposure in the car lights, presenting a  unnatural appearance."
r_12_E,r_12_E.png,2.16,3.1875,2.5,1.9375,2.8125,1.625,2.375,"The image has bright brightness with no shadowed areas, high color contrast with harmonious colors, slight noise and well-controlled exposure conditions, presenting a  natural appearance."
r_12_F,r_12_F.png,7.0875,2.875,3.75,3.875,3.9375,4.0,3.625,"The image has moderate brightness, medium color contrast, slight noise and well-controlled exposure conditions, presenting a  natural appearance."
r_12_G,r_12_G.png,5.94375,2.4375,3.5,3.625,4.0,3.4375,3.25,"The image has moderate brightness, medium color contrast, slight noise and well-controlled exposure conditions, presenting a  natural appearance."
r_12_H,r_12_H.png,3.89333,3.4375,2.625,3.5,2.125,2.125,3.0,"The image has moderate brightness, low color contrast,unnatural yellow tones in the buildings on both sides, obvious noise and Severe exposure on the left side of the sky and the car's headlights, presenting a  unnatural appearance."
r_12_I,r_12_I.png,6.66667,3.5625,3.625,3.9375,3.75,3.875,3.75,"The image has moderate brightness, high color contrast with harmonious colors, slight noise and local exposure on the car's headlights, presenting a  natural appearance."
r_12_J,r_12_J.png,3.325,3.75,2.1875,3.0,1.625,2.125,2.625,"The image has moderate brightness, low color contrast,appearing as if covered by a white haze with low color saturation, obvious noise in the sky and Severe exposure on the car's headlights, presenting a  unnatural appearance."
r_14_A,r_14_A.png,1.23333,2.125,1.75,1.875,1.375,1.625,1.625,"The image has dim brightness,with lower brightness in other areas, low color contrast, severe noise on the stall, lamp, and ground and Severe exposure on the lamp above the stall, obscuring visibility of items on the stall, presenting a  unnatural appearance."
r_14_B,r_14_B.png,2.6375,2.875,2.4375,2.0,2.25,2.25,2.125,"The image has moderate brightness, low color contrast, severe noise around the image and Severe exposure with the lamps, presenting a  unnatural appearance."
r_14_C,r_14_C.png,1.06667,1.875,2.0,2.375,1.25,1.75,1.5625,"The image has dim brightness,other areas are excessively dim,making it impossible to discern specific objects, low color contrast, severe noise and Severe exposure on the lamp above the stall, making it glaring and obscuring any visibility of items on the stall, presenting a  unnatural appearance."
r_14_D,r_14_D.png,2.1625,3.0,2.1875,2.0625,1.625,1.875,2.125,"The image has moderate brightness, low color contrast, severe noise and local exposure of the lights, obscuring the items and colors on the stall, presenting a  unnatural appearance."
r_14_E,r_14_E.png,1.24667,2.5625,2.3125,1.6875,1.25,1.4375,1.6875,"The image has dim brightness, low color contrast, severe noise on the stall, lamp, and ground and Severe exposure on the lamp, presenting a  unnatural appearance."
r_14_F,r_14_F.png,1.90625,2.5,2.125,1.6875,1.625,1.6875,1.9375,"The image has dim brightness, low color contrast, severe noise around the image and Severe exposure on the lamp in front of the stall, presenting a  unnatural appearance."
r_14_G,r_14_G.png,2.7875,2.4375,2.5625,2.0625,2.375,2.4375,2.1875,"The image has dim brightness, low color contrast, severe noise near the ground, stall, and lamp and Severe exposure on the lamp in front of the stall, presenting a  natural appearance."
r_14_H,r_14_H.png,2.8,1.875,2.75,2.5625,2.5625,2.625,2.1875,"The image has dim brightness with much of the image in darkness, medium color contrast, obvious noise on the ground and local exposure conditions, presenting a  unnatural appearance."
r_14_I,r_14_I.png,3.0,2.1875,2.375,2.1875,2.5625,2.5,2.0625,"The image has dim brightness, low color contrast, severe noise near the lamps and on the ground and local exposure with the lamps, presenting a  unnatural appearance."
r_14_J,r_14_J.png,1.88667,2.5,2.4375,1.875,2.0625,1.8125,1.9375,"The image has dim brightness with a small area in shadow, low color contrast, severe noise on the stall, lamp, and ground and Severe exposure on the lamp above the stall, making it excessively bright and glaring, presenting a  unnatural appearance."
s_1_A,s_1_A.png,6.16,3.0625,3.625,3.375,3.8125,3.4375,3.375,"The image has moderate brightness, medium color contrast, slight noise and local exposure conditions,it appears slightly blurry and not very clear, presenting a  natural appearance."
s_1_B,s_1_B.png,6.50625,3.5,3.5625,3.5,3.8125,3.5625,3.625,"The image has moderate brightness, medium color contrast, obvious noise in the sky and well-controlled exposure conditions, presenting a  natural appearance."
s_1_C,s_1_C.png,5.72667,3.625,3.1875,3.5,3.0,3.125,3.375,"The image has moderate brightness, low color contrast,the light from the lampposts along the shore looks particularly unrealistic, severe noise on buildings and local exposure on the lights, presenting a  unnatural appearance."
s_1_D,s_1_D.png,4.91333,3.4375,2.625,3.125,2.1875,2.8125,3.0,"The image has moderate brightness, medium color contrast with an overall washed-out tone, obvious noise in the sky and Severe exposure on the lampposts along the shore, presenting a  unnatural appearance."
s_1_E,s_1_E.png,2.58667,3.0625,2.8125,1.9375,2.875,1.5625,2.375,"The image has moderate brightness, medium color contrast, obvious noise on the lampposts and local exposure conditions, presenting a  natural appearance."
s_1_F,s_1_F.png,4.7375,2.75,3.125,2.5625,3.5625,2.75,3.0625,"The image has moderate brightness, medium color contrast, obvious noise  around the buildings and shoreline and local exposure conditions, presenting a  natural appearance."
